FIPS,DemRep,state_abbr,Clinton,Trump,population2014,population2010,population_change,ageunder5,ageunder18,age65plus,femaleperc,white,black,native,asian,hawaiian,morerace,hispanic,whitealone,home1year,foreignborn,nonenglish,eduhighschool,edubachelor,veteranperc,traveltime,houses,houseown,housemulti,households,pphousehold,income,poverty,retailsales,landarea,density
36029,Dem,NY,50.11506909,45.35366134,922835,919064,0.4,5.4,20.7,16.5,51.6,80.3,13.9,0.7,3.2,0,1.9,0.051,76.4,87.6,6.4,10,89.8,30.9,7.019673073,20.9,421127,65.3,37.9,380152,2.34,27978,14.6,12302,1042.69,881.4
36031,Rep,NY,44.83055906,48.2459049,38679,39372,-1.8,4.2,17.3,21,47.9,94.3,3.2,0.5,0.7,0,1.3,0.031,92,86.2,4.9,6.8,87.5,23.3,9.550402027,21.6,25763,72.4,14.4,15919,2.28,26582,11.9,11338,1794.23,21.9
36033,Rep,NY,43.02218115,50.40929496,51262,51597,-0.6,5.2,19.9,14.9,45.1,83.9,6.4,7.8,0.5,0,1.4,0.033,81.6,82.1,4.3,7.7,83.6,16.5,7.806952518,19.5,25288,72.3,15.6,19238,2.35,21575,19.2,9437,1629.12,31.7
36035,Rep,NY,29.67336298,65.22005827,54105,55531,-2.6,5,20.8,18.1,50.5,95.6,2,0.2,0.7,0,1.5,0.028,93.3,86.3,2.3,4.5,85.4,14.9,8.38739488,23.3,28676,69,24.6,22611,2.37,23839,16.1,10478,495.47,112.1
36037,Rep,NY,28.39390099,65.34766791,59162,60050,-1.5,5.2,20.7,17.2,50.1,93.1,3.2,1.2,0.7,0,1.8,0.03,90.9,88.5,2.9,4,90.3,20.8,7.423684122,21.7,25617,72.7,21.4,23884,2.46,25403,12.6,12134,492.94,121.9
36039,Rep,NY,33.75907573,61.19031215,47967,49220,-2.5,4.4,17.2,20,47.9,90.4,6.5,0.4,0.9,0,1.8,0.055,86,91.4,5.7,7.5,86.4,20.1,9.462755645,26.3,29278,74.3,14.5,18365,2.47,25700,15.1,12670,647.16,76.1
36041,Rep,NY,27.97619048,66.77827381,4715,4836,-2.5,3.4,15.1,26.8,49.3,96.8,1,0.3,0.5,0.1,1.3,0.014,95.6,92.7,1.9,2.8,89.9,24.2,13.27677625,24.8,8754,83.9,2.1,1854,2.54,28265,9.4,6358,1717.37,2.8
36043,Rep,NY,30.04410371,64.56452743,63744,64503,-1.2,5.4,21.1,18.8,50.7,96.6,1.2,0.3,0.6,0,1.3,0.021,94.9,87.7,3.7,6.1,88.7,20.5,8.819653614,23,33349,70.5,20.2,26815,2.35,23418,15,8058,1411.47,45.7
36045,Rep,NY,35.86667834,58.21731897,119103,116229,2.5,8.7,24.8,12.2,47.7,87.9,6.6,0.7,1.7,0.3,2.8,0.073,82.2,74.9,4.3,8.1,88.1,20,9.10724331,18.2,58769,56.1,27.9,45011,2.5,23078,15.4,15834,1268.59,91.6
36047,Dem,NY,79.73870922,17.90886982,2621793,2504709,4.7,7.6,23.3,12.1,52.6,49.3,35.2,1,12.1,0.1,2.4,0.195,35.8,90.5,37.5,46.3,78.5,30.6,1.916017016,41.1,1022498,29.8,85.7,916025,2.73,25289,23.2,6077,70.82,35369.1
36049,Rep,NY,27.42435997,67.06749418,27220,27087,0.5,6.3,23.6,16.6,49.4,97.2,0.9,0.3,0.4,0.1,1.1,0.017,95.8,92.4,1.7,2.8,87.6,13.6,8.567229978,23.7,15286,77,9.5,10677,2.51,22942,13.5,6677,1274.68,21.3
36051,Rep,NY,33.4087938,61.2537066,64586,65250,-1,4.3,18.7,15.8,49.9,93.7,3,0.4,1.4,0,1.5,0.034,90.9,86.2,2.9,5.9,89.2,24.4,7.636329855,24.6,27315,74.4,17.8,24092,2.44,23978,13.4,9291,631.76,103.5
36053,Rep,NY,38.50759346,54.39909463,72369,73440,-1.5,4.7,20.3,15.9,50.8,95,2,0.7,0.9,0,1.4,0.02,93.4,88.7,1.9,3.7,90.3,25.9,8.04764471,23,31763,75.5,17.6,26565,2.54,25230,11.3,9506,654.84,112.2
36055,Dem,NY,54.3668245,40.25155858,749857,744340,0.7,5.6,21.5,15.5,51.7,77.3,16.1,0.4,3.6,0.1,2.5,0.081,71.5,85.3,8.2,12.6,89.6,35.8,5.779902035,19.6,323242,65.1,30.4,297040,2.42,28732,15,11628,657.21,1132.6
36057,Rep,NY,34.18396605,60.66636082,49779,50236,-0.9,5.9,22.6,17.7,50.7,93.9,2.7,0.5,0.8,0.1,1.9,0.126,83.2,86.1,3.5,13.7,83.3,16,7.511199502,23.3,23202,67.6,33,19703,2.49,23417,18.7,12792,403.04,124.6
36059,Dem,NY,51.25098182,45.94004159,1358627,1339710,1.4,5.4,22.1,16.4,51.5,76.1,12.6,0.5,9.1,0.1,1.7,0.161,62.3,93.4,21.3,27.9,90.2,41.5,4.548930648,34,466928,80.5,21.3,441955,2.99,42400,6,17969,284.72,4704.8
36061,Dem,NY,87.16755049,9.965875732,1636268,1585873,3.2,5.2,14.7,14.4,52.8,64.7,18.3,1.2,12.5,0.2,3.2,0.259,47.1,83.7,28.5,40.4,86,58.9,2.553065879,30.3,867609,22.8,98.5,736192,2.1,62498,17.7,23872,22.83,69467.5
36063,Rep,NY,38.24186047,57.23604651,213525,216477,-1.4,5.2,20.3,17.4,51.3,88.3,7.1,1.1,1.1,0,2.3,0.026,86.3,90.3,3.8,4.5,89.9,22.2,8.186863365,21.1,99175,70.4,25.9,88376,2.39,25991,13.7,9689,522.36,414.4
36065,Rep,NY,36.66006963,57.81153131,232871,234879,-0.9,5.8,21.3,17.5,50.2,87,6.8,0.3,3.7,0.1,2.1,0.053,83,85.8,7.4,11.9,86.6,22.4,8.451030828,19.5,103964,67.2,30.9,91075,2.42,25103,15.9,11912,1212.43,193.7
36067,Dem,NY,53.61217324,40.77734135,468196,467031,0.2,5.8,21.9,15.3,51.7,80.9,11.7,0.9,3.6,0,2.9,0.046,77.8,84.9,7.1,10.2,89.9,33.1,6.525258652,19.6,204447,65.4,32.1,184855,2.43,28746,14.8,14048,778.39,600
36069,Rep,NY,42.44922793,51.07208795,109707,108105,1.5,5,20.8,17.7,50.9,94,2.6,0.3,1.2,0,1.8,0.043,90.6,85.4,3.6,6.4,91.8,31.7,8.18361636,22.6,49603,73.7,20.6,43794,2.39,29904,9.5,18243,644.07,167.6
36071,Rep,NY,44.78554631,51.24508891,376099,372813,0.9,6.5,26,12.6,50,81.8,11.8,0.8,2.8,0.1,2.8,0.194,66.1,90.5,11.3,23.4,87.7,28.7,6.067551363,33.3,139669,69.2,29.1,125317,2.88,30583,12.4,15228,811.69,459.3
36073,Rep,NY,25.87609138,69.26204999,41984,42883,-2.1,4.9,20.2,16.2,50.3,90,6.7,0.8,0.5,0,1.9,0.047,86.4,85.3,3.5,6.8,85.5,16.4,8.041158537,24.9,18475,77.4,17.4,15725,2.51,22255,13.4,6198,391.26,109.6
36075,Rep,NY,35.38824169,58.63288156,120913,122107,-1,5.5,21.6,14.5,50,96.3,1.1,0.5,0.7,0,1.3,0.023,94.4,85.8,2.1,4.2,86.4,17.2,7.58396533,23.9,53694,72.4,16.6,45325,2.57,23126,17.4,8186,951.65,128.3
36077,Rep,NY,40.32748436,53.35302293,61128,62253,-1.8,4.1,16.7,18.6,51.4,94.5,2.2,0.2,1.4,0.1,1.6,0.035,91.7,83.8,3.4,5.7,89.6,26.8,8.730859835,21.7,30613,73.3,16.2,24078,2.36,24165,15.5,14991,1001.7,62.2
36079,Rep,NY,39.29525189,57.12442855,99487,99750,-0.3,4.5,21.4,14.8,50.2,92.3,3.2,0.3,2.4,0.1,1.8,0.13,80.8,93.5,12.3,18.5,92.2,38.4,5.073024616,38.6,38320,83.1,15.2,34496,2.82,40309,5.8,9315,230.31,432.9
36081,Dem,NY,75.49810931,22.0965486,2321580,2230539,4.1,6.3,20.4,13.6,51.5,49.1,20.8,1.3,25.8,0.2,2.8,0.28,26.2,90.1,47.8,56.5,80.1,30,2.429466139,41.9,847706,44.2,71.6,778630,2.86,26495,15,6404,108.53,20553.6
36083,Rep,NY,45.51984362,48.38993196,159774,159427,0.2,5.3,20.2,15.2,50.6,87.5,7.3,0.3,2.5,0,2.4,0.045,84.3,86.2,5.1,6.7,90.3,28.6,7.150099516,22.7,71808,65.7,36,64242,2.39,29987,13.2,8915,652.43,244.4
36085,Rep,NY,40.40512173,57.18113259,473279,468730,1,5.8,22.2,14.6,51.6,77.1,11.9,0.6,8.3,0.1,2,0.181,62.6,93.9,21.2,30.3,88,29.7,4.184001403,41.7,178570,68.6,41,164609,2.8,31823,11.9,7974,58.37,8030.3
36087,Dem,NY,51.19611434,46.10829171,323866,311687,3.9,7.5,27.7,14.8,51,77.7,13.1,0.5,6.7,0.1,1.9,0.171,63.4,92.6,22,37.3,87.5,40.4,3.62557354,30.2,104525,69.9,32.6,98326,3.13,34591,13.6,13019,173.55,1795.9
36089,Rep,NY,41.69937987,52.48335893,111400,111944,-0.5,5.5,20.7,15.3,49.1,93.8,2.5,1,1.2,0.1,1.4,0.022,92.2,82.4,4,7.2,87.1,20.4,7.238779174,20.2,52229,70.8,17.2,41839,2.39,22198,19.6,11304,2680.38,41.8
36091,Rep,NY,44.71750137,49.08107485,224921,219613,2.4,5.1,21.1,15.9,50.6,93.9,1.8,0.2,2.4,0,1.6,0.029,91.4,89,4.6,6.3,93.4,37.1,7.445280787,24.5,101819,71.9,23.9,88460,2.45,35176,6.5,20838,809.98,271.1
36093,Dem,NY,50.09005501,44.24540395,155735,154725,0.7,6,22.2,15.6,51.3,79.8,11.3,0.7,4.5,0.2,3.5,0.066,75.4,90.3,8.6,9.9,90.4,29,7.028606286,22.6,68122,67.2,38,58059,2.59,28319,12.7,11074,204.52,756.6
36095,Rep,NY,29.80351929,64.49143849,31566,32747,-3.6,4.6,18.8,18.7,50.2,96.1,1.5,0.3,0.8,0,1.4,0.031,93.5,85.6,2.4,3.7,87.5,19.3,8.86396756,29.3,17229,77.7,14.1,12820,2.4,26584,11.5,8422,621.82,52.7
36097,Rep,NY,32.77929479,61.48640627,18479,18344,0.7,5.1,19.7,19.2,49.6,96.7,1.2,0.3,0.4,0,1.4,0.017,95.3,89.4,2,3.9,89.1,16.9,8.956112344,25.5,9576,78.5,9.9,7684,2.33,24173,11.5,9504,328.33,55.9
36099,Rep,NY,40.66158561,52.79327414,34884,35244,-1,5.1,20.1,17.4,47.8,92,5.4,0.4,0.8,0,1.5,0.031,89.5,85,2,6.5,84.8,19.2,8.62286435,23.3,16213,74.5,14.1,13429,2.4,23115,12.3,12435,323.71,108.9
36101,Rep,NY,29.22627889,65.38712115,98394,98988,-0.6,5.7,22.3,17.4,50.4,95.1,1.6,0.3,1.5,0,1.5,0.016,93.8,87.1,2.5,4.8,88.2,20.8,9.522938391,21.8,48828,71.4,17.2,41503,2.34,25371,15.5,11168,1390.56,71.2
36103,Rep,NY,44.26149076,52.48401841,1502968,1493346,0.6,5.4,22.2,15.2,50.7,85.2,8.3,0.6,4,0.1,1.8,0.182,69.3,93,14.5,20.8,89.9,32.9,5.539306226,30.7,570418,80,14.2,497347,2.95,36945,6.4,15426,912.05,1637.4
36105,Rep,NY,41.43121204,55.17371459,75943,77545,-2.1,5.9,21.6,16.8,48.7,85.2,9.8,0.7,1.7,0.1,2.5,0.149,73.1,85,9.8,15.1,84.5,20.9,7.701829003,28.4,49629,65.3,17.9,29531,2.46,24963,18.2,10670,968.13,80.1
36107,Rep,NY,33.33333333,60.94570928,49870,51125,-2.5,5.2,21.9,17.9,50.3,96.8,0.9,0.2,0.7,0.1,1.2,0.017,95.5,90.3,2.1,3.7,90.9,24.1,8.869059555,23.5,22195,79.5,14.1,20202,2.49,27230,9.3,5996,518.6,98.6
36109,Dem,NY,67.70074443,25.55699791,104691,101595,3,4.2,15.4,12.3,50.7,81.5,4.4,0.4,10.4,0.1,3.2,0.047,77.9,73.9,12.6,14.7,93.1,49.3,4.55053443,19,42080,56.3,36,38409,2.31,27418,20.5,10141,474.65,214
36111,Dem,NY,51.87077035,42.73342495,180445,182494,-1.1,4.5,18.5,17.4,50.2,88.1,6.8,0.4,2,0,2.6,0.098,80.2,88.2,7.4,11.9,88.7,29.9,6.637479564,27.3,83710,69.8,21.8,69862,2.44,30442,12.5,12346,1124.24,162.3
36113,Rep,NY,41.22896111,51.81369704,64973,65705,-1.1,4.7,19,19.8,51.1,96.2,1.2,0.3,0.9,0,1.5,0.022,94.3,88.4,3,4.3,90.8,28,8.645129515,22.3,38993,70.8,20.4,28081,2.29,30351,10.9,21005,866.95,75.8
36115,Rep,NY,36.77514397,57.00638364,62372,63216,-1.3,4.9,19.8,17.3,48.2,94.6,3.4,0.3,0.5,0,1.1,0.025,92.7,85.6,2.3,3.5,87.6,18.3,9.316680562,26.2,29018,73.6,17.2,24499,2.44,24168,13.2,7759,831.18,76.1
36117,Rep,NY,33.8215203,59.93496912,92051,93762,-1.8,5.4,22.1,16.5,50.5,93.7,3.3,0.4,0.7,0,1.9,0.04,90.3,88,2.8,4.5,88.7,20.9,7.237292371,24,41338,78.7,16,36399,2.51,25327,11.3,8922,603.83,155.3
36119,Dem,NY,64.90517984,32.13766757,972634,949114,2.5,5.7,22.9,15.6,51.7,74.4,16.1,0.8,6.2,0.1,2.3,0.237,55,89.7,25,32.7,87.6,45.4,4.003869904,32.1,369864,61.9,49.1,343561,2.71,47984,9.5,15007,430.5,2204.7
36121,Rep,NY,22.02088452,72.997543,41188,42143,-2.3,4.8,19.2,15.5,45.7,92,6.1,0.4,0.5,0,1,0.032,89.7,88.3,2.1,4.8,86.3,14.6,7.740118481,25.3,18044,75.4,16.4,15624,2.43,22700,10.5,8078,592.75,71.1
36123,Rep,NY,35.86629526,57.71587744,25208,25352,-0.6,6.4,23.3,18.4,51.3,97.2,1,0.3,0.5,0,1,0.022,95.3,88.8,1.7,11.1,85.6,23.2,7.993494129,22.2,13711,76.6,9.6,9602,2.5,24457,15.9,7290,338.14,75
37001,Rep,NC,42.25571726,55.20183645,155792,151241,3,5.8,22.9,16.1,52.3,75.5,19.5,1.4,1.6,0.1,1.9,0.121,65.7,85.3,7.6,11.8,83,21.7,6.880327616,23.3,68102,67.1,17,60139,2.46,23166,18.3,13595,423.94,356.5
37003,Rep,NC,20.82060963,76.76419966,37392,37193,0.5,5,21,18.9,49.2,91.2,5.9,0.4,1.1,0,1.3,0.044,87.3,91.2,2.6,5,79.3,11.7,6.704642704,24.3,16170,77.5,3.8,14101,2.57,20440,17.2,5957,259.99,143.1
37005,Rep,NC,24.93287303,72.66973533,10879,11155,-2.5,4.3,18.1,24.5,50.3,95.4,1.9,0.5,0.8,0,1.4,0.095,87,94.6,6,8,79.4,18.3,7.178968655,27.3,8139,76.3,4.5,4793,2.26,19510,19.8,6719,235.06,47.5
37007,Dem,NC,55.65710987,43.10178949,25765,26948,-4.4,4.9,20.4,16.4,48.2,48.1,48.6,0.8,1.1,0.1,1.3,0.035,45.5,86,3,4.9,76.3,10.2,7.735299825,24.8,11514,68.6,5.5,9686,2.52,16752,24.2,7145,531.45,50.7
37009,Rep,NC,26.41337386,71.07142857,27126,27281,-0.6,4.7,18.6,23.6,50.4,97.2,1,0.3,0.5,0,1,0.053,92.4,92.6,4.2,4.6,81.4,19.5,8.552680086,26.6,17468,76.9,5.1,11839,2.26,20838,21.1,11474,426.14,64
37011,Rep,NC,20.71960298,77.24565757,17773,17795,-0.1,3.9,16.1,20.3,45.5,93.6,4.4,0.5,0.6,0,0.8,0.047,89.2,83.3,3.4,6,81.5,20.4,7.972767681,22.1,14027,76.1,16.5,7122,2.17,21598,18,11084,247.09,72
37013,Rep,NC,36.86173143,61.35005721,47585,47773,-0.4,5.4,21.2,21.6,51.9,71.8,25.3,0.9,0.6,0.1,1.3,0.075,66,91.7,4.6,6.2,81.7,18.3,8.393401282,24.5,25392,70.1,7.9,19266,2.44,21636,21,12504,827.19,57.7
37015,Dem,NC,62.22814499,37.0575693,20106,21293,-5.6,4.4,18.8,19.8,49.9,36.2,61.4,0.5,0.6,0.1,1.1,0.017,35.2,91.1,1,2.1,72.6,10.6,5.963394012,26.2,9745,75.3,2.7,7629,2.58,17096,23.4,4780,699.27,30.4
37017,Rep,NC,44.59759893,54.06212285,34657,35190,-1.5,5.1,21.6,18.7,51.8,60.7,34.6,2.9,0.3,0,1.5,0.077,54.6,92.4,4.6,6.4,74.7,10.5,6.244048821,25.5,17622,67.8,5.4,14256,2.4,19154,25.8,6086,874.33,40.2
37019,Rep,NC,34.37216564,63.10311501,118836,107431,10.6,4.5,17.2,27,51.4,85.4,11.2,0.9,0.7,0.1,1.7,0.048,81.4,86,4.2,6.3,86.3,25.1,11.2760443,23.3,81416,76.4,10.9,47600,2.3,26839,16.6,10070,846.97,126.8
37021,Dem,NC,55.71234211,41.14209669,250539,238307,5.1,5.3,19.4,18.1,52,89.6,6.5,0.5,1.2,0.2,2,0.065,83.7,83.9,5.7,7.4,89,33.8,8.176770882,20.6,115680,64.5,18.2,100838,2.33,26159,17.1,15862,656.67,362.9
37023,Rep,NC,29.0398002,68.39098783,89486,90914,-1.6,4.8,19.9,18.4,50.1,86.4,6.8,0.8,3.7,0.7,1.6,0.058,82.1,87.7,5.1,8.8,76.7,16.6,7.132959346,21.2,40656,71.8,8.9,34664,2.53,19701,20,7443,507.1,179.3
37025,Rep,NC,38.51343927,58.48662667,192103,178182,7.8,6.3,26.2,12.5,51.2,77.4,17.1,0.7,2.8,0.1,2,0.1,69,87.9,7.6,10.6,86.4,25.1,6.434568955,26.4,75521,73.1,13.3,64713,2.78,25247,13.2,17253,361.75,492.1
37027,Rep,NC,23.50686771,74.12929756,81484,83029,-1.9,5.1,21.1,17.8,50.6,92.1,5.1,0.6,0.7,0.1,1.4,0.05,88,87.4,2.7,4.7,75.7,12.5,6.874969319,23.3,37590,71.9,10,31417,2.59,19228,19.5,8173,471.57,176.1
37029,Rep,NC,25.63271917,71.41121685,10331,9980,3.5,4.5,23.9,14.9,49.9,82.2,12.6,0.5,2.5,0,2.2,0.026,80.1,86.4,3.1,4.4,86.3,18.8,10.52173071,34.7,4146,86.4,2,3580,2.79,25620,6,2864,240.56,41.5
37031,Rep,NC,26.56084943,71.04201089,68811,66469,3.5,4.5,18.4,21.8,50.7,89.7,6.2,0.6,1.2,0.1,2.1,0.043,86.2,84.2,3.4,4.7,88.3,23.9,13.16940605,23.5,48898,70.2,18.5,29158,2.27,27496,14.4,15467,506.25,131.3
37033,Rep,NC,43.26200666,54.75986686,23082,23719,-2.7,4.7,19,19.6,49.2,64,33.5,0.6,0.3,0,1.6,0.036,61.2,85.2,1.7,3.2,73.2,9,6.242959882,32.5,10607,71.8,3,8813,2.51,17975,22.6,2281,424.92,55.8
37035,Rep,NC,29.62076972,67.631042,154534,154356,0.1,5.7,23,16.2,50.9,84.7,8.9,0.5,4.1,0.1,1.7,0.089,76.8,88.4,7.1,10.9,82.3,21,7.125292816,22.4,67762,71.1,15.7,58533,2.6,23232,15.2,17251,398.72,387.1
37037,Dem,NC,53.61566018,43.53121801,68698,63494,8.2,4.8,20.3,23.6,52.1,82.2,13.1,1.2,1.8,0.1,1.5,0.128,71.4,88.2,10,14.9,85.8,36.4,8.148708842,26.6,29976,79.9,6.3,26017,2.46,31175,12.4,9113,682.19,93.1
37039,Rep,NC,20.26695527,77.27994228,27141,27444,-1.1,4.4,17.9,26.7,51.3,93.8,1.6,1.4,0.7,0.1,2.4,0.028,91.6,90.2,2.7,4.2,81.9,16.7,10.09542758,22.3,17690,82.1,3.3,10722,2.5,18340,17.9,15242,455.43,60.3
37041,Rep,NC,41.71356218,56.03545301,14572,14793,-1.5,5.4,21.1,22.4,52.4,63.2,34.2,0.5,0.7,0.2,1.2,0.032,60.8,84,4.4,4.1,79.7,20.1,8.379083173,26.6,7260,66.4,10.3,5945,2.42,19240,29,9235,172.47,85.8
37043,Rep,NC,22.97366185,74.68139337,10581,10587,-0.1,4.3,17.8,28.2,50.8,96.8,1.1,0.4,0.2,0,1.4,0.03,94,90.5,3.4,2.5,86.9,20.6,12.900482,20.5,7220,80.7,5.2,4431,2.37,22081,24.3,13167,214.75,49.3
37045,Rep,NC,33.7494619,64.33151324,97076,98083,-1,5.7,22.3,17.1,51.8,76.1,20.9,0.3,1,0,1.6,0.031,73.5,88.2,2.4,4,82,16.3,7.006881206,23.5,43264,68,9.9,37760,2.53,20062,19.3,9448,464.25,211.3
37047,Rep,NC,38.30521472,60.39962509,56953,58098,-2,5.5,22.3,17.7,50.7,63.9,30.5,3.5,0.4,0.1,1.7,0.049,60.3,88.5,3,5.8,79.2,12.2,7.097080048,24,25908,71.5,6.3,21758,2.52,19275,25,9769,937.29,62
37049,Rep,NC,37.81229045,59.60502693,104510,103505,1,7,22.5,17.1,49.2,72.2,21.7,0.6,2.6,0.2,2.7,0.071,66.3,80.5,4.7,7.7,87.2,21,12.57965745,21,45922,63.6,13,39931,2.51,24260,16.6,11512,708.96,146
37051,Dem,NC,56.68960306,40.66896031,326328,319431,2.2,8.2,25.8,10.8,51,53.2,37.6,1.8,2.7,0.4,4.3,0.11,45.2,76.9,5.6,11,89.2,22.7,12.97222427,21.5,143870,54.8,22.2,121226,2.55,23067,17,12624,652.32,489.7
37053,Rep,NC,23.1747565,73.00974,24976,23547,6.1,5.1,22.1,14.9,50.3,90.4,6.1,0.6,0.8,0.1,2.1,0.037,87.4,92.6,3.1,4,85,18.4,10.80237028,33.9,15017,80.2,2.2,9121,2.6,25854,9.8,11058,261.85,89.9
37055,Rep,NC,37.24025462,59.35609448,35104,33920,3.5,5.3,19.6,18.7,50.6,94,3,0.6,0.6,0.1,1.8,0.068,87.9,86.4,5.9,7.5,91.5,30.6,8.930606199,19,34004,70.7,11.6,14624,2.33,30529,8.8,25548,383.42,88.5
37057,Rep,NC,24.06232208,73.41729965,164072,162878,0.7,5.3,22.7,16.8,51,86.9,9.4,0.8,1.4,0,1.5,0.068,81,88.4,4.6,7.6,80.4,17.6,7.113340485,23.7,73010,73,10.2,64580,2.49,22549,16.3,8101,552.68,294.7
37059,Rep,NC,24.48711944,72.6088993,41434,41222,0.5,5.1,21.9,19.3,51.1,90.4,6.5,0.6,0.8,0,1.6,0.064,84.9,92.6,4.2,7.4,85.4,24.9,8.251677366,25.9,18197,80.6,5.2,16234,2.52,26319,13.4,10066,264.11,156.2
37061,Rep,NC,39.78447648,58.98257366,59882,58505,2.4,6.6,24.9,15.8,50.8,70.2,26,1.4,0.6,0.4,1.4,0.216,51.8,87.2,12.7,19,71.4,10.4,6.936976053,23.8,25521,67.7,5.6,22052,2.64,17122,26.3,7879,816.22,71.7
37063,Dem,NC,78.90303767,18.51896136,294460,269974,9.1,7,22,11.1,52.1,53,38.6,1,4.9,0.1,2.4,0.134,42.2,76.4,13.9,19.4,86.9,45.1,5.11342797,21.5,128817,55,34.5,111276,2.36,29347,18.5,12257,285.98,935.7
37065,Dem,NC,65.51738125,33.33874174,54933,56551,-2.9,6.4,23.2,16.9,53.6,40.1,57.7,0.7,0.3,0.2,1.1,0.042,37,85.7,2.5,3.9,79.5,10.5,7.115941238,21.6,24673,62.9,14.4,21021,2.6,16971,25.2,6204,505.34,111.9
37067,Dem,NC,53.61343466,43.35599882,365298,350670,4.2,6.3,23.7,14.4,52.5,67.5,27.1,0.8,2.3,0.1,2.1,0.126,57.7,85.2,9.2,14.1,87,31.9,6.924757321,20.6,160645,64,25.2,140439,2.45,26541,18.6,14953,408.15,859.2
37069,Rep,NC,42.84328807,54.57828908,62860,60594,3.7,5.6,23,15.2,50.4,69.8,26.8,0.9,0.6,0.1,1.8,0.08,63.5,90.1,4.6,7.9,81.2,17.1,6.800827235,30.2,26906,76.5,3.4,23313,2.55,21399,16.1,6500,491.68,123.3
37071,Rep,NC,32.65663209,64.78940046,211127,206083,2.4,6.1,23.1,15.1,51.6,80.2,16.1,0.5,1.4,0.1,1.8,0.064,74.6,86.9,5,7.4,81,18,7.321659475,24.4,89915,66.8,14,79450,2.57,22658,17.9,11096,356.03,578.8
37073,Rep,NC,44.50075075,53.50975976,11567,12186,-5.1,5,21.6,17.8,51.2,63.7,33.2,0.6,0.2,0.1,2.2,0.02,62.3,94,1,1.5,83.3,11.6,9.760525633,36.6,5223,79.6,0.5,4459,2.67,21187,19.6,2895,340.45,35.8
37075,Rep,NC,18.58817782,79.62872496,8644,8861,-2.4,5.4,21.2,22.3,50.6,89.7,0.4,7.4,0.4,0.1,2,0.032,87.5,92.5,1.8,4.1,78.6,14.4,7.392410921,19.7,5930,81.9,3.7,3462,2.49,19780,21.1,5834,292.08,30.3
37077,Rep,NC,47.64858841,50.14858841,58500,57532,1.7,4.9,21.3,15.3,49,64.7,32.1,0.8,0.7,0.1,1.7,0.076,58.5,87.7,4,7.1,81.1,16.4,8.336752137,27.6,23231,74.9,7.9,19953,2.72,22295,15.4,5757,531.57,112.7
37079,Rep,NC,44.55260202,54.38662174,21093,21362,-1.3,5.8,21.5,14.8,45.8,59.2,36.6,2.2,0.5,0.2,1.2,0.147,47.7,85.7,8.2,15.3,76,11.6,7.04025032,23.5,8125,69.6,4.2,7104,2.71,18441,23.3,4731,265.93,80.3
37081,Dem,NC,58.68965873,38.66165252,512119,488406,4.9,6.1,22.8,13.8,52.5,58.4,34,0.7,4.6,0.1,2.2,0.076,52.3,85.1,9.7,12.5,87.9,33.2,6.126896288,21.1,223183,61,28,196463,2.44,26461,18.1,15600,645.7,756.4
37083,Dem,NC,62.8672481,35.98729955,52970,54691,-3.1,5.5,21.9,18.3,52.2,40.8,53.2,4,0.8,0.1,1.2,0.027,39.1,86.3,1.7,2.6,75.8,11.8,6.677364546,21.9,25705,61.8,9,21550,2.45,17937,27.4,11061,724.09,75.5
37085,Rep,NC,36.5965966,60.67845623,126666,114678,10.5,7.5,27.2,11.2,50.5,72.1,21.5,1.7,1.3,0.2,3.2,0.119,62.7,84.2,5.6,11,84.4,18.5,8.806625298,28.3,49319,68.2,7.2,40677,2.83,20310,17.2,8029,594.99,192.7
37087,Rep,NC,34.53375779,62.48839369,59471,59036,0.7,4.4,18.4,23.7,51.9,96.5,1.2,0.6,0.5,0,1.1,0.037,93.2,87,2.6,3.5,86.1,23.1,10.32099679,22.9,35087,74.4,7,26608,2.19,24536,16.6,14501,553.69,106.6
37089,Rep,NC,34.61362436,62.55060729,111149,106742,4.1,4.9,19.7,24.5,51.7,93,3.4,0.7,1.1,0.2,1.7,0.099,83.9,87.1,7.7,10.6,87.5,27.7,10.28529272,21.6,55478,74.3,10,45246,2.34,25670,14.1,14699,373.07,286.1
37091,Dem,NC,68.17821782,30.5049505,24308,24658,-1.4,5.3,19.8,17.5,50.6,36.3,59.8,1.7,0.8,0,1.4,0.038,33.9,83.2,4.2,5.7,77.5,15.4,7.067632055,23.8,10519,63.1,9.5,8624,2.53,17863,26,10828,353.06,69.9
37093,Dem,NC,53.83537849,43.0100297,51611,46952,9.9,9.3,28.8,8.4,50.6,50.4,34.3,9.5,1.5,0.4,4,0.125,41.2,81.2,5.7,12.7,84,17.2,8.974830947,25.3,20015,67.9,5.3,16161,2.96,18761,22.9,2877,390.74,120.2
37095,Rep,NC,42.05895293,56.09326881,5676,5810,-2.3,4.4,18,17.7,44.5,68,29.6,0.7,0.5,0,1.2,0.08,60.9,83.8,2.8,5.3,78.8,10.7,4.774489077,19.9,3353,77.6,7.1,2148,2.34,18408,25.6,5138,612.7,9.5
37097,Rep,NC,30.2761158,67.09527172,166675,159440,4.5,5.6,23.9,14.6,50.8,83.1,12.2,0.5,2.4,0.1,1.8,0.073,76.8,87.7,5.7,8.6,85.9,23.9,6.707064647,24.4,70298,74.1,11,59468,2.69,26467,13.8,15114,573.83,277.8
