FIPS,DemRep,state_abbr,Clinton,Trump,population2014,population2010,population_change,ageunder5,ageunder18,age65plus,femaleperc,white,black,native,asian,hawaiian,morerace,hispanic,whitealone,home1year,foreignborn,nonenglish,eduhighschool,edubachelor,veteranperc,traveltime,houses,houseown,housemulti,households,pphousehold,income,poverty,retailsales,landarea,density
19053,Rep,IA,32.4331623,62.00378072,8263,8457,-2.3,5.1,21.8,18.3,49.8,95.3,2,0.5,0.9,0.2,1.2,0.026,93,80.5,1.5,5.9,85,18.4,7.406510952,21,3847,70.1,14.1,3106,2.43,18845,19.5,4746,531.88,15.9
19055,Rep,IA,32.25313693,62.06219313,17398,17764,-2.1,5.7,23.8,18.1,50,98.4,0.4,0.1,0.3,0,0.7,0.011,97.4,89.8,0.8,2.3,91,15.5,6.897344522,22,8026,78.8,8.1,7129,2.44,26261,8.4,9791,577.76,30.7
19057,Rep,IA,43.70223909,50.65462513,40255,40325,-0.2,6,23,18.8,50.9,90.4,5.9,0.3,0.9,0.1,2.5,0.029,88,86.9,1.5,2.6,91.1,18.9,8.880884362,15.9,18463,73.1,16.2,16993,2.33,24408,13.8,15182,416.12,96.9
19059,Rep,IA,29.77456817,65.80462574,16935,16667,1.6,4.9,19.1,24.2,50.2,97.9,0.4,0.3,0.6,0,0.9,0.017,96.4,85.9,1,1.9,93.3,25.4,10.25686448,16.7,13191,75.6,15.1,7981,2.07,31790,7.8,15386,380.61,43.8
19061,Rep,IA,46.44248221,47.68644085,96370,93653,2.9,6.1,23.1,16.2,50.6,93.7,3,0.2,1.4,0.3,1.4,0.022,91.9,86.4,1.9,3.1,91.4,27.1,7.322818304,17.3,40369,73,22,37366,2.41,26254,10.9,15538,608.31,154
19063,Rep,IA,28.80815806,66.30550244,9990,10302,-3,5.6,21.6,19.2,49.3,93.8,1,1.5,0.6,0.1,3,0.104,86.9,85.5,5.1,8,88.4,15.3,7.707707708,16.4,4752,79.8,9.2,4119,2.31,27908,12.5,8961,395.88,26
19065,Rep,IA,37.35860593,56.97544074,20343,20880,-2.6,5.8,21.2,20.4,49.9,96.6,1.2,0.2,0.8,0.1,1.1,0.022,94.6,87.1,0.9,2.6,88.9,18.4,8.440249717,21.1,9522,77.6,10.3,8328,2.4,23391,11.5,7716,730.81,28.6
19067,Rep,IA,39.78710081,54.74013776,16077,16303,-1.4,5.7,23.1,20.7,50.9,95,2,0.3,1.7,0.1,0.9,0.023,93.1,88.1,1.4,5.1,90.5,15.9,9.473160416,19.6,7516,72.9,10.8,7007,2.26,24590,12.6,9192,500.63,32.6
19069,Rep,IA,30.31536114,64.15055951,10436,10680,-2.3,5.7,22.8,20.1,49.8,96.7,0.9,0.5,0.7,0.1,1.2,0.118,86.2,89.6,5,10.1,85.2,15.1,7.752012265,19.4,4860,73.7,10.8,4358,2.4,26102,11.1,6207,581.97,18.4
19071,Rep,IA,26.98368036,67.55768149,7022,7441,-5.6,5.4,22,21.6,50.6,97.6,0.7,0.2,0.3,0,1.1,0.026,95.3,89.5,0.7,1.5,91.7,20.5,11.05098263,22.7,3445,77.5,5.7,2965,2.4,26930,10.2,13599,511.15,14.6
19073,Rep,IA,35.44729105,59.19781604,9200,9337,-1.5,5.3,22.9,21.4,51.1,97.4,0.6,0.4,0.4,0,1.2,0.029,94.8,86.4,1.2,1.9,88.8,17.4,8.923913043,18.8,4533,76,10.8,3969,2.29,26205,13,9258,569.57,16.4
19075,Rep,IA,27.29825599,66.74549217,12375,12453,-0.6,6,23.4,19.8,50.9,98.3,0.5,0.1,0.3,0.1,0.8,0.012,97.1,92,0.4,2.3,93.9,20.7,7.224242424,20.7,5549,81.9,9.2,5073,2.42,31164,7,9049,501.86,24.8
19077,Rep,IA,30.42094093,63.7247966,10722,10954,-2.1,5.3,22.2,21.7,50.2,98,0.3,0.3,0.4,0,1,0.023,95.8,90.9,1.1,2.1,91.4,17.1,8.375303115,27.3,5749,80.4,8.4,4641,2.29,28030,10.3,8262,590.62,18.5
19079,Rep,IA,35.77546449,58.63750165,15117,15673,-3.5,5.6,23,19.4,50.7,95.4,0.8,0.4,2.1,0,1.3,0.054,90.6,85,2.2,6,89.7,18,8.751736456,17.6,7184,71,15.7,6395,2.39,24510,12.3,9607,576.75,27.2
19081,Rep,IA,27.20550301,68.3061049,11027,11341,-2.8,5.4,22.7,20.2,49.8,97.5,0.7,0.3,0.5,0,1,0.035,94.1,88.5,1.8,2.9,90.7,16.6,7.236782443,20.8,5308,80.1,9.6,4648,2.37,25814,10.4,10549,571.01,19.9
19083,Rep,IA,32.9336341,62.1037635,17311,17534,-1.3,5.2,21,21.2,50,96.3,1.5,0.3,0.6,0,1.3,0.041,92.6,88.8,2.5,4,91.7,19.7,8.57836058,17.7,8175,74.4,14,7061,2.35,25153,8.6,9242,569.31,30.8
19085,Rep,IA,28.7747357,66.30523177,14324,14937,-4.1,5.5,22.6,19.1,50.3,97.9,0.4,0.3,0.4,0,1,0.014,96.7,89.6,0.9,1.8,91.1,17.7,7.672437867,25.8,6747,77.2,9.1,5996,2.41,26184,9.6,6546,696.85,21.4
19087,Rep,IA,31.19750162,62.07193625,20217,20145,0.4,5.9,22.3,17.6,48.8,92.4,2.6,0.3,2.9,0.1,1.6,0.047,88.2,87.1,3.3,4.4,91.3,20,7.790473364,18.5,8274,74,14.9,7493,2.53,22687,17.9,10665,434.33,46.4
19089,Rep,IA,37.14222321,57.93210561,9449,9566,-1.2,6.8,25.2,19.7,50.2,97.8,0.8,0.2,0.3,0.1,0.9,0.014,96.5,88.6,1.1,6,87.1,11.6,7.34469256,17.6,4365,79.8,7.9,3884,2.39,24286,11.6,8789,473.25,20.2
19091,Rep,IA,24.85595073,70.8126366,9640,9814,-1.8,5.5,22.9,20.3,51,97.7,0.7,0.2,0.4,0,1,0.04,94.1,87.3,2,3.2,90.5,18.2,9.68879668,17.2,4684,76.7,11.7,4222,2.28,26746,10.2,8520,434.35,22.6
19093,Rep,IA,22.06128134,73.95543175,7042,7089,-0.7,7.1,23.8,21.6,50.1,97.8,0.4,0.4,0.4,0,1,0.02,95.8,89.8,0.5,2.8,89.4,19.6,8.889520023,15.7,3430,73.3,14.2,3182,2.19,25869,14.4,8758,431.51,16.4
19095,Rep,IA,34.93002617,59.08522016,16375,16355,0.1,5.9,23.3,18,50.5,97.9,0.7,0.2,0.4,0,0.8,0.025,95.7,87.1,1.4,3.7,93.2,21,6.375572519,22.5,7267,79.7,13.1,6745,2.37,28068,10.9,13512,586.46,27.9
19097,Rep,IA,37.60290082,57.04625637,19482,19848,-1.8,5.4,22.3,19.8,50.3,96.9,0.6,0.3,0.4,0.7,1.1,0.013,95.8,88.9,0.8,2.3,89.2,14.5,9.177702495,23.2,9458,76.2,11.3,8479,2.3,24493,10.5,10547,636.04,31.2
19099,Rep,IA,37.85683852,56.22070729,36872,36842,0.1,5.5,22.5,18,49,96,1.9,0.4,0.6,0,1,0.019,94.3,85.2,1.1,2.7,91.5,17.8,7.642655674,22,16160,71.3,16.8,14826,2.34,24905,11.8,7492,730.42,50.4
19101,Rep,IA,46.26921635,46.7191601,17325,16843,2.9,4.3,16.8,18.8,46.1,85.6,1.9,0.3,10.8,0.1,1.5,0.029,83.1,87.9,12,11.1,95,31.2,9.01010101,14.7,7542,71.9,15.4,6919,2.21,27593,12.4,21471,435.51,38.7
19103,Dem,IA,66.02853101,27.75493475,142287,130882,8.7,6.2,20.4,9.9,50.2,85.4,5.9,0.3,6,0,2.4,0.055,80.6,73.4,9.3,13.3,94.8,51.1,4.659596449,18.2,58783,59.7,34.8,54005,2.33,29592,17.7,13168,614.04,213.1
19105,Rep,IA,37.74847668,57.11717111,20454,20638,-0.9,5.2,21.8,18.5,48.1,96.2,2.3,0.3,0.6,0,0.7,0.016,94.7,87.9,1,2.8,91.4,17.2,9.523809524,24.3,8907,80.2,12.2,8063,2.38,26762,8.3,12629,575.62,35.9
19107,Rep,IA,26.03952244,69.6788802,10231,10511,-2.7,6.3,23.2,20.1,49.8,98.3,0.5,0.2,0.2,0,0.8,0.016,96.8,89.8,0.5,1.8,88.2,13.4,7.702081908,24,4886,80.6,8.3,4354,2.36,22243,13.2,6236,579.18,18.1
19109,Rep,IA,29.73544974,66.27865961,15222,15543,-2.1,5.5,21.9,22.5,49.8,97.7,0.6,0.3,0.5,0,0.8,0.02,96.1,90.5,1,2.4,92.2,18.3,9.414006044,15.5,7481,80.5,10.7,6728,2.25,29127,8.7,12670,972.72,16
19111,Rep,IA,38.9794249,55.13118983,35286,35862,-1.6,6.2,21.6,18.6,50.1,94,3.1,0.3,0.6,0,2,0.034,91,89.2,2,2.7,90,15.8,10.06631525,17.9,16173,73.9,13.5,14241,2.44,22649,15.1,11745,517.52,69.3
19113,Dem,IA,51.00205819,42.02103537,217751,211226,3.1,6.3,23.8,14.3,50.6,90.6,4.5,0.3,2.2,0.1,2.4,0.029,88.1,84.1,2.9,4.7,93.8,31.2,7.747381183,18.5,94663,73,24.3,86052,2.42,29943,9.7,17502,716.88,294.6
19115,Rep,IA,33.23892373,61.90572527,11161,11387,-2,5.3,23.2,16.6,49.3,95.1,1,0.5,2.1,0.2,1.2,0.162,79.8,90.3,8.1,15,83.3,13.5,7.302213063,23,5006,78.6,7.3,4381,2.56,24272,12.2,4798,401.77,28.3
19117,Rep,IA,28.76425413,66.86060042,8701,8898,-2.2,5.6,23.3,21,49.6,98.5,0.3,0.2,0.3,0,0.7,0.013,97.3,86,5.8,10.2,89.9,11.3,7.539363292,24.1,4204,77.5,9.1,3734,2.32,21126,17,8919,430.59,20.7
19119,Rep,IA,14.47285354,81.88131313,11683,11581,0.9,7.3,28.1,16.9,49.8,98.3,0.3,0.3,0.3,0.1,0.7,0.027,95.9,92.5,1.1,2,89.1,17.6,5.897457845,18.1,4965,82.3,5.5,4425,2.6,23683,8,8113,587.65,19.7
19121,Rep,IA,31.2800657,62.60706324,15609,15679,-0.4,5.8,26,16.3,50.2,97.6,0.5,0.4,0.5,0,1,0.015,96.4,89.3,1.4,1.8,94.2,21.5,8.744954834,26.5,6684,76.8,10.8,6092,2.52,27685,8.9,5253,561.01,27.9
19123,Rep,IA,24.83323804,70.55460263,22370,22381,0,6.1,23.7,16.9,49.6,95.9,1.3,0.4,1.2,0,1.1,0.019,94.3,84.7,1.5,2.4,90.5,21.5,6.620473849,17.9,9726,70.5,14.1,9073,2.4,23788,15.9,10995,570.86,39.2
19125,Rep,IA,31.15529224,62.3219779,33365,33309,0.2,6.1,24.1,16.4,50.1,96.3,1,0.2,1.4,0,1,0.019,94.7,83.6,2.3,2.9,92.4,25,7.444927319,20.3,13984,75.8,13.9,12691,2.48,25477,9.2,10201,554.53,60.1
19127,Rep,IA,43.06779661,51.55367232,40866,40648,0.5,7,24.9,17.5,49.5,92.4,2,0.8,2.8,0.2,1.8,0.199,73.9,86,12.1,18.4,85.2,19.3,8.657563745,17.3,16718,73.4,17.1,15350,2.58,24117,12.1,10434,572.5,71
19129,Rep,IA,27.33964248,66.37749737,14831,15059,-1.5,5.7,24.2,15.8,49.9,96.9,0.6,0.5,0.7,0.1,1.3,0.026,94.5,90,0.8,2.4,92.1,24,9.082327557,25.2,6088,83.7,9,5375,2.67,27101,7,5187,437.44,34.4
19131,Rep,IA,35.05597015,59.32835821,10779,10772,0.1,5.6,23.9,21.5,50.5,98.3,0.6,0.1,0.3,0,0.7,0.012,97.2,91.9,1.4,5.5,91,15.7,8.303182113,16.6,4916,81.4,6.5,4389,2.39,24518,7.1,8627,469.13,23
19133,Rep,IA,27.49171271,68.83977901,8996,9243,-2.7,5.1,21.4,24.6,50.6,97,0.5,1.1,0.3,0.1,1,0.02,95.2,88.4,0.9,2.6,89.7,14.3,10.72698977,21.3,4715,70.7,11.3,3981,2.26,24557,9,10868,694.07,13.3
19135,Rep,IA,27.39334027,68.5483871,8001,7970,0.4,5.5,23.6,19,49.8,97.3,0.6,0.1,0.8,0,1.2,0.024,95.2,84.8,4.3,5.1,86.7,19.3,8.061492313,25.1,3892,75.5,7.9,3361,2.34,24508,11.8,8256,433.72,18.4
19137,Rep,IA,26.2505002,68.64745898,10421,10740,-3,5.7,22.6,20.8,51.1,97.7,0.4,0.5,0.4,0,1,0.035,94.5,88.3,1.3,3.2,87.4,15.1,8.60761923,18.7,5200,71.8,13.1,4553,2.28,22868,16.1,8071,424.1,25.3
19139,Rep,IA,43.40354186,50.03143666,42903,42747,0.4,6.7,25.4,15,50.2,94.6,2.2,0.6,1.1,0,1.4,0.172,78.5,88.1,6,14.4,84.6,16.2,6.680185535,18,17996,74.9,15.4,16410,2.58,25038,14.4,10566,437.47,97.7
19141,Rep,IA,17.88241698,78.04844856,14056,14398,-2.4,6,23.6,20.6,49.8,97.1,0.9,0.2,0.7,0,0.9,0.045,93.3,86.3,2.8,4.5,91.1,18.9,7.946784291,16.7,6635,74.9,16.3,6098,2.27,28086,11.3,12093,573.04,25.1
19143,Rep,IA,17.26618705,79.074132,6218,6462,-3.8,6,23.2,20.2,49.4,97.5,0.4,0.4,0.6,0.1,1,0.068,91.3,87,4.5,6.4,86.3,15.6,7.928594403,18.9,2968,74.9,5,2676,2.33,24653,8.6,6291,398.68,16.2
19145,Rep,IA,25.8467279,69.96268657,15496,15943,-2.8,5.6,20.6,20.8,47.8,94.2,2.4,0.7,1.2,0.1,1.4,0.029,91.7,81.4,2,3.4,89.3,17.4,10.26071244,16.4,7186,73.2,11.4,6415,2.27,23496,13.9,10243,534.94,29.8
19147,Rep,IA,29.84595635,65.87505349,9099,9421,-3.4,5.9,22,21.4,50.3,97,0.9,0.4,0.5,0.1,1.1,0.021,95.2,88.8,1.3,2.1,90,16.5,8.594351028,16.9,4617,77.2,12,3948,2.28,25055,9.2,6988,563.84,16.7
19149,Rep,IA,22.04181665,73.97564525,24874,24981,-0.4,5.9,25.1,17.6,50.3,97.2,0.5,0.5,0.6,0.1,1,0.041,93.6,89.2,1.8,4.9,92.5,20.9,8.141030795,17.1,10668,79.3,9.4,9867,2.49,27942,6.4,12330,862.89,29
19151,Rep,IA,25.11093709,70.26885931,7138,7310,-2.4,5.7,22.6,22.3,50.2,96.9,0.9,0.5,0.2,0.2,1.2,0.034,94,88.8,1.8,2.5,92.6,17.8,9.358363687,17.7,3771,79.4,7.1,3227,2.19,25556,14.2,10492,577.24,12.7
19153,Dem,IA,52.39077139,40.89878294,459862,430635,6.8,7.2,25.2,11.7,50.8,86.5,6.7,0.4,4.2,0.1,2.2,0.08,79.2,82.2,8.5,12.5,91.8,34.9,5.819571959,19,192980,69.2,23.7,173164,2.48,30442,11.8,16130,573.8,750.5
19155,Rep,IA,36.33069673,57.88140009,93128,93149,0,6.5,23.7,15.7,50.9,95.2,1.6,0.7,0.8,0.1,1.7,0.072,88.7,85.1,3.3,6.2,89.3,19.1,7.91706039,20.8,39589,70.2,18.7,36460,2.49,25847,13.8,16784,950.28,98
19157,Rep,IA,44.0730424,50.92334675,18668,18914,-1.3,5.2,20.4,19.2,51.1,94.8,1.4,0.3,1.8,0.1,1.5,0.03,92.2,83.2,3.1,4.6,92.6,24.1,6.94236126,17,8953,72.9,15,7488,2.28,25318,12.8,12932,584.93,32.3
19159,Rep,IA,28.05514158,67.80923994,5051,5131,-1.6,5.8,23.3,25.3,50.8,98.1,0.4,0.3,0.4,0.1,0.8,0.02,96.4,91,0.7,10,88.5,17.6,7.939021976,18,2605,76.5,5.7,2074,2.39,23324,13.1,12562,535.5,9.6
19161,Rep,IA,24.60255913,71.57813106,10035,10350,-3,5.4,22,22.3,50.9,98.2,0.3,0.2,0.4,0.1,0.9,0.028,95.7,89.3,1.2,2.8,91.4,19.1,9.397110115,17.7,5407,81.4,8.2,4435,2.25,26350,8.7,8983,575.01,18
19163,Dem,IA,47.48226867,46.04608968,171387,165224,3.7,6.6,24.1,14.4,51,86.7,7.5,0.4,2.5,0.1,2.8,0.063,81.3,86.3,3.4,5.6,92.3,31.6,7.176156885,18,73040,69,24.8,67049,2.44,28948,13.1,17574,458.09,360.7
19165,Rep,IA,26.29984051,69.2185008,11948,12167,-1.8,5.6,22.7,22.4,50.8,97.7,0.5,0.4,0.4,0.1,0.8,0.023,95.6,90.1,2,2.8,90.9,18.2,8.712755273,18.5,5561,77.7,11,5083,2.33,26387,10.8,10996,590.78,20.6
19167,Rep,IA,12.72444271,82.05570071,34681,33704,2.9,7.4,26.9,14.5,49.8,96.6,1,0.5,1.1,0,0.7,0.098,87.9,85.9,6.3,9.5,88.6,23.4,5.276664456,12.8,12582,80,10.2,11623,2.72,24324,8.2,12319,768.33,43.9
19169,Dem,IA,51.28808015,39.07380904,94073,89542,5.1,4.9,17.1,10.7,48.1,88.2,2.8,0.3,7,0,1.7,0.031,85.5,67.8,8.3,9.3,95.5,47.7,5.088601405,17.8,38103,55,37.2,35196,2.34,25986,20.9,11361,572.82,156.3
19171,Rep,IA,36.98471515,57.5266327,17451,17767,-1.8,6,24.1,19.2,50.9,88.3,0.6,8,0.4,0.1,2.6,0.084,82.7,91.2,2.8,10.5,89.9,16.1,8.572574638,21.6,7753,74.7,8.5,6794,2.53,25311,11.5,6366,721.01,24.6
19173,Rep,IA,25.14152514,70.1964702,6143,6317,-2.8,6.3,23.1,21.1,49.3,98.2,0.4,0.3,0.3,0.1,0.8,0.075,91,89.9,3.4,8.1,90,13.8,8.3184112,21,3091,76.2,7.1,2764,2.22,23793,14.5,3906,531.9,11.9
19175,Rep,IA,33.28710125,61.04368932,12516,12534,-0.1,6.1,23.1,18.9,51.3,97.1,1,0.3,0.6,0,1,0.028,94.6,88.7,1,2,91.5,16.5,8.101629914,15,5907,73.2,12,5339,2.29,23007,16.1,12759,423.65,29.6
19177,Rep,IA,23.90811117,71.58252978,7468,7570,-1.3,6.7,23.3,20.8,49.2,98.1,0.3,0.2,0.5,0,0.9,0.013,96.9,89.4,0.8,5.2,87.2,14.4,8.94483128,23.4,3623,85.8,6.1,3023,2.45,21368,16.5,4810,484.79,15.6
19179,Rep,IA,37.28327554,58.08215524,35212,35625,-1.2,6,22.4,17,50.6,94.4,2.2,0.8,0.9,0.2,1.3,0.1,85.4,84.9,6.8,10.5,84.6,16.2,7.491764171,17.4,16019,72.8,14.4,14534,2.38,22699,19.1,14167,431.83,82.5
19181,Rep,IA,38.53098529,54.88556992,47956,46228,3.7,6,25.2,14.9,50.8,97.2,0.7,0.3,0.6,0.1,1.1,0.025,94.9,85.2,1.2,2.2,95.3,26.7,7.978146634,24.8,19162,78.7,13.6,17378,2.58,29088,7.3,7415,569.83,81.1
19183,Rep,IA,36.38211382,57.00295639,22070,21704,1.7,6.6,24.8,18.5,50.8,96.9,0.9,0.3,0.5,0.1,1.2,0.056,91.7,88.1,2.7,8.7,89.5,20.8,7.127322157,21.1,9540,75.7,14.2,8948,2.4,26459,9.8,9221,568.84,38.2
19185,Rep,IA,24.61485793,70.83190688,6395,6403,-0.1,7,24.2,22.3,51.6,97.6,0.7,0.3,0.4,0,1,0.017,96.2,87.6,0.8,2.4,88.4,14.1,8.897576231,25.2,3181,82.7,6.9,2589,2.42,22127,12.4,7824,525.44,12.2
19187,Rep,IA,36.50443761,58.29224433,36955,38013,-2.8,5.8,21.4,17.2,48.2,92.7,4.2,0.4,0.9,0,1.8,0.043,88.8,84,2.2,3.3,88.8,19.2,8.41293465,15.4,17035,68.5,18.5,15458,2.28,24203,15.8,15022,715.62,53.1
19189,Rep,IA,33.58404758,60.1189435,10559,10866,-2.8,5.2,21.4,20.4,51.4,96,1.4,0.3,1,0,1.3,0.039,92.5,88,3.2,6,91.9,18.6,7.907945828,16.3,5183,76.1,15.3,4591,2.23,24547,11.4,10672,400.49,27.1
19191,Rep,IA,46.6969778,47.53499153,20768,21058,-1.4,4.3,18.9,18.1,50.5,97,0.8,0.1,1.2,0,0.8,0.021,95.2,87,2.1,3.6,93.8,26.5,7.150423729,16.2,8813,77.3,12.8,8042,2.32,25062,8.4,13909,689.87,30.5
19193,Rep,IA,37.50494957,57.3614702,102271,102177,0.1,7.3,26,13.8,50.5,88.9,2.8,2.6,2.7,0.2,2.8,0.152,75.7,82.8,8.3,14.7,85.4,20.3,6.949184031,17.7,41510,67.7,19.1,38654,2.57,23269,15.7,14913,872.83,117.1
19195,Rep,IA,36.12428843,57.9459203,7624,7598,0.3,5.1,21.7,19.8,50.2,97.3,0.9,0.3,0.5,0,1,0.027,95,91.6,1.1,2.7,92.5,16.3,9.26023085,20.1,3523,81.1,7.1,3197,2.33,26187,11.5,3759,400.12,19
19197,Rep,IA,31.77004539,63.70818625,12840,13229,-2.9,5.7,23.1,21.3,49.6,97.2,0.8,0.4,0.4,0.1,1.1,0.102,87.7,91.3,4.5,9,88.8,16,7.30529595,15.6,6494,77.4,14.4,5367,2.4,25827,11,7681,580.42,22.8
20001,Rep,KS,26.30786601,67.27512232,12909,13371,-3.5,6,23.3,19,51.1,93.7,2.2,0.9,0.5,0,2.5,0.033,91.1,85.8,1.3,1,88.6,16.1,9.435277713,15.4,6262,74.9,9.3,5505,2.35,20552,17,9077,500.3,26.7
20003,Rep,KS,20.29295087,72.81049741,7883,8102,-2.7,6.2,25.2,20.6,50.6,96.3,0.6,0.8,0.7,0.1,1.7,0.017,94.7,80.6,0.1,4.2,87.4,19,7.928453634,25.2,3713,76.4,6.8,3308,2.38,22139,12.8,11102,579.65,14
20005,Rep,KS,30.43954325,62.20866573,16513,16924,-2.4,6.4,23.4,16.3,51.3,90.8,5.2,0.7,0.6,0,2.6,0.029,88.3,87,0.7,1.7,91.7,21.6,7.042935869,20,6947,72.7,14,6216,2.5,21909,17.1,7912,431.17,39.3
20007,Rep,KS,12.72068809,82.48076053,4897,4861,0.7,6.9,22.5,20.3,48.8,96.3,0.6,0.9,0.6,0,1.6,0.036,93.2,88.3,1,2.2,92,19.8,9.066775577,13.6,2744,72.7,8.2,2187,2.22,26229,10.6,14910,1134.07,4.3
20009,Rep,KS,18.07097542,76.98255353,27385,27674,-1,6.9,24.5,17.3,50.5,95.3,1.8,0.9,0.4,0.1,1.5,0.143,82.2,85.4,6.7,13.2,86,18.3,6.901588461,17,12617,71.4,9,11491,2.36,25800,13.9,12254,895.4,30.9
20011,Rep,KS,22.06826631,72.89624873,14772,15173,-2.6,6.8,25,18.5,50.6,92.4,3.3,1,0.7,0,2.6,0.023,90.7,85,1.1,2.2,87.5,22,8.008394259,16.8,7101,72.6,12.2,5636,2.6,19340,19.3,8136,635.47,23.9
20013,Rep,KS,21.46464646,72.24747475,9815,9984,-1.7,7,25.4,19,51.2,85.8,1.6,9.3,0.4,0,2.9,0.038,83.7,86,1.4,2.2,90.9,18.2,8.487009679,16.5,4749,66.9,11,4104,2.39,21046,19,6771,570.87,17.5
20015,Rep,KS,23.98802262,69.42811726,66227,65880,0.5,6,26,14,49.8,93.6,1.9,1.1,1,0.1,2.3,0.045,89.8,84.1,1.8,3.2,92.8,26.7,8.316849623,22,26400,76.1,9.4,24270,2.63,27329,8.4,9024,1429.86,46.1
20017,Rep,KS,23.32339791,71.83308495,2692,2790,-3.5,4.5,21.1,23.1,49.6,96.1,1.3,0.9,0.3,0,1.4,0.04,92.3,82.2,1.8,4.6,90.2,23.6,10.40118871,22.1,1498,73.5,3.9,1149,2.28,21775,13.1,3815,773.06,3.6
20019,Rep,KS,12.79132791,84.11924119,3481,3669,-5.1,5.5,20.5,25.8,48.3,89.2,0.9,5.1,0.2,0.1,4.5,0.03,87,86,1.1,2.2,87.1,16.3,10.39931054,24.1,2137,76.5,2.8,1565,2.24,21245,15.2,4176,638.88,5.7
20021,Rep,KS,23.36036251,71.75053661,20787,21603,-3.8,5.7,24.3,17.7,50.4,90.5,0.8,4,0.4,0.3,4,0.023,88.6,87.4,0.9,2.6,86.1,14.9,8.433155337,19.8,9807,75.9,5.2,7936,2.65,19580,18.4,5686,587.57,36.8
20023,Rep,KS,13.34279631,83.17955997,2693,2726,-1.2,5.1,20.6,26.5,50.8,97.4,0.1,0.3,1.2,0,0.9,0.071,90.5,91.1,3,3.3,89.2,21.7,9.506126996,13.1,1502,74,5,1343,1.98,23677,11.2,4422,1019.89,2.7
20025,Rep,KS,12.00406918,82.70600203,2144,2215,-3.2,7.4,27.1,20.8,51,93.5,0.7,1.4,1.4,0.1,2.9,0.098,84.2,87.6,4.1,7.9,92.1,26.2,8.348880597,13.3,1131,72.4,5.1,932,2.29,25385,12.7,4775,974.63,2.3
20027,Rep,KS,17.84276898,75.95921653,8317,8535,-2.6,6.4,23.2,21.9,50.3,97,0.7,0.5,0.4,0.1,1.4,0.026,94.7,89,0.7,2.9,95.2,20.7,11.56667067,18.1,4048,76.6,10.4,3407,2.45,24503,14,8756,645.3,13.2
20029,Rep,KS,19.42051684,74.54972592,9385,9533,-1.6,6.6,22.6,21.1,50.8,96.1,0.9,0.6,0.7,0,1.7,0.035,93.1,86.4,2.1,3.7,89.7,16.6,8.822589238,15.2,4624,76.2,10.6,4022,2.18,20467,16.3,11776,715.34,13.3
20031,Rep,KS,18.1474003,75.46693589,8433,8601,-2,4.7,22.4,19.3,50.3,96.3,0.8,0.8,0.6,0,1.5,0.028,93.8,85.2,0.9,1.4,92.1,19.9,8.395588758,20.3,4003,76.5,6.5,3501,2.39,27627,9.1,12228,626.95,13.7
20033,Rep,KS,11.90198366,82.26371062,1954,1891,3.3,7.6,26.6,22.9,51.1,97.3,0.3,0.6,0.3,0.1,1.5,0.05,92.5,92.8,2,3.7,92.1,23.9,7.164790174,11.1,1036,75.5,8.6,791,2.33,21041,6.4,5608,788.3,2.4
20035,Rep,KS,28.231041,65.861474,35963,36311,-1,6.6,23.9,17,49.9,89.2,3,2.4,1.9,0.3,3.3,0.102,80.5,78.3,3.8,8.3,88,20,8.127798015,18.5,15984,68.8,10.1,13867,2.47,21519,17.6,9291,1125.75,32.3
20037,Rep,KS,35.15690086,58.27547903,39290,39134,0.4,6.2,21.9,14.8,49.9,92,2.3,1.1,1.7,0.3,2.6,0.051,87.7,79.6,3.4,5.6,90.2,27.2,6.39093917,16.4,17886,60.9,14.7,15370,2.42,20974,20.6,10204,589.76,66.4
20039,Rep,KS,12.19178082,83.56164384,2908,2961,-1.8,6.4,20.2,27.1,49.4,97,0.9,0.3,0.3,0,1.5,0.02,95,86.7,1,3.2,90.1,19.9,10.31636864,13.8,1806,82,8.1,1482,1.91,27154,10.1,5793,893.52,3.3
20041,Rep,KS,19.75524476,73.73876124,19394,19754,-1.8,6.3,24.1,18.4,50.1,95.6,1,0.8,0.4,0.1,2.1,0.045,91.6,86.7,1.2,2.8,90.8,18.5,11.06527792,22.1,9120,73.4,8.8,7845,2.47,23895,10.9,10143,847.07,23.3
20043,Rep,KS,17.34997029,77.27272727,7874,7945,-0.9,5.7,21.8,17.5,49.4,92.3,3.4,1.5,0.6,0,2.2,0.028,89.9,85.5,1.3,1.6,90,17.5,7.162814326,19.2,3556,74.1,8.6,3161,2.3,22713,12.3,3241,393.41,20.2
20045,Dem,KS,62.38518795,29.66556779,116585,110826,5.2,5.2,19,10.3,50.1,84.3,4.6,2.7,4.6,0.1,3.7,0.058,79.7,71.6,6.5,9.9,95.1,49.6,5.109576704,20.1,48278,52,31.7,43398,2.38,26342,19,10601,455.87,243.1
20047,Rep,KS,15.90214067,78.97553517,3030,3037,-0.2,6.6,23.8,19.3,50.3,95,1.6,1.7,0.4,0,1.4,0.197,77.9,91.3,11.9,19,85.6,22.3,7.557755776,19.7,1625,75.3,2.9,1269,2.29,24714,12.9,3987,621.89,4.9
20049,Rep,KS,12.70849881,83.2406672,2694,2882,-6.5,4.1,20.1,27.2,50.4,94.2,0.1,1.7,0.5,0.1,3.3,0.038,91,87.8,2.2,5.1,89.2,18,11.54417223,33.3,1750,80.2,6.2,1271,2.14,20322,18.5,2680,644.27,4.5
